Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct
IL2R_2,IFNAR,unknown,Fake,6,,
IL2R_2,IL36R,unknown,Fake,6,,
IL2R_2,IL29R,unknown,Fake,6,,
IL2R_2,IL7R,unknown,Fake,6,,
IL2R_2,NOTCH1,unknown,Fake,6,,
IL2R_2,IL15R,unknown,Fake,6,,
IL2R_2,CD28,unknown,Fake,6,,
IFNG,IL27R,unknown,Fake,6,,
IFNG,TCR,unknown,Fake,6,,
IFNG,IFNBR,unknown,Fake,6,,
IFNG,IKB,unknown,Fake,6,,
IFNG,IFNAR,unknown,Fake,6,,
IFNG,IL36R,unknown,Fake,6,,
IFNG,IL29R,unknown,Fake,6,,
IFNG,IL7R,unknown,Fake,6,,
IFNG,NOTCH1,unknown,Fake,6,,
IFNG,IL15R,unknown,Fake,6,,
IFNG,CD28,unknown,Fake,6,,
IL33R,IL27R,unknown,Fake,6,,
IL33R,TCR,unknown,Fake,6,,
IL33R,IFNBR,unknown,Fake,6,,
IL33R,IKB,unknown,Fake,6,,
IL33R,IFNAR,unknown,Fake,6,,
IL33R,IL36R,unknown,Fake,6,,
IL33R,IL29R,unknown,Fake,6,,
IL33R,IL7R,unknown,Fake,6,,
IL33R,NOTCH1,unknown,Fake,6,,
IL33R,IL15R,unknown,Fake,6,,
IL33R,CD28,unknown,Fake,6,,
TBET,IL27R,unknown,Fake,6,,
TBET,TCR,unknown,Fake,6,,
TBET,IFNBR,unknown,Fake,6,,
TBET,IKB,unknown,Fake,6,,
TBET,IFNAR,unknown,Fake,6,,
TBET,IL36R,unknown,Fake,6,,
TBET,IL29R,unknown,Fake,6,,
TBET,IL7R,unknown,Fake,6,,
TBET,NOTCH1,unknown,Fake,6,,
TBET,IL15R,unknown,Fake,6,,
TBET,CD28,unknown,Fake,6,,
IL4,IL27R,unknown,Fake,6,,
IL4,TCR,unknown,Fake,6,,
IL4,IFNBR,unknown,Fake,6,,
IL4,IKB,unknown,Fake,6,,
IL4,IFNAR,unknown,Fake,6,,
IL4,IL36R,unknown,Fake,6,,
IL4,IL29R,unknown,Fake,6,,
IL4,IL7R,unknown,Fake,6,,
IL4,NOTCH1,unknown,Fake,6,,
IL4,IL15R,unknown,Fake,6,,
IL4,CD28,unknown,Fake,6,,
IL24,NFAT,unknown,Fake,6,,
IL24,IL27R,unknown,Fake,6,,
IL24,TCR,unknown,Fake,6,,
IL24,PRF1,unknown,Fake,6,,
IL24,STAT3,unknown,Fake,6,,
IL24,IL10,unknown,Fake,6,,
IL24,NFKB,unknown,Fake,6,,
IL24,IFNBR,unknown,Fake,6,,
IL24,TGFBR,unknown,Fake,6,,
IL24,IKB,unknown,Fake,6,,
IL24,IL6R,unknown,Fake,6,,
IL24,IL23,unknown,Fake,6,,
IL24,IL35,unknown,Fake,6,,
IL24,RORGT,unknown,Fake,6,,
IL24,GATA3,unknown,Fake,6,,
IL24,IL31,unknown,Fake,6,,
IL24,CMAF,unknown,Fake,6,,
IL24,IFNAR,unknown,Fake,6,,
IL24,IL36R,unknown,Fake,6,,
IL24,JAK1,unknown,Fake,6,,
IL24,IL21R,unknown,Fake,6,,
IL24,IL2RA,unknown,Fake,6,,
IL24,IRAK,unknown,Fake,6,,
IL24,IL5,unknown,Fake,6,,
IL24,IL1R,unknown,Fake,6,,
IL24,SMAD3,unknown,Fake,6,,
IL24,IL29R,unknown,Fake,6,,
IL24,PU1,unknown,Fake,6,,
IL24,CD4,unknown,Fake,6,,
IL24,IFNGR,unknown,Fake,6,,
IL24,IL10R,unknown,Fake,6,,
IL24,IL12RB1_2,unknown,Fake,6,,
IL24,IL4R,unknown,Fake,6,,
IL24,STAT5,unknown,Fake,6,,
IL24,IL23R,unknown,Fake,6,,
IL24,IL12RB2,unknown,Fake,6,,
IL24,ST2,unknown,Fake,6,,
IL24,IL4RA_2,unknown,Fake,6,,
IL24,IFNGR_2,unknown,Fake,6,,
IL24,TGFB,unknown,Fake,6,,
IL24,IL7R,unknown,Fake,6,,
IL24,SMAD2,unknown,Fake,6,,
IL24,IL3,unknown,Fake,6,,
IL24,IL2,unknown,Fake,6,,
IL24,IL9,unknown,Fake,6,,
IL24,NOTCH1,unknown,Fake,6,,
IL24,STAT1_2,unknown,Fake,6,,
IL24,IL2R,unknown,Fake,6,,
IL24,IL18R,unknown,Fake,6,,
IL24,SOCS1,unknown,Fake,6,,
IL24,IL1R1,unknown,Fake,6,,
IL24,CD8,unknown,Fake,6,,
IL24,STAT5_2,unknown,Fake,6,,
IL24,IL12R,unknown,Fake,6,,
IL24,IL22,unknown,Fake,6,,
IL24,IL4R_2,unknown,Fake,6,,
IL24,proliferation,unknown,Fake,6,,
IL24,IL15R,unknown,Fake,6,,
IL24,IL17,unknown,Fake,6,,
IL24,GZMB,unknown,Fake,6,,
IL24,THPOK,unknown,Fake,6,,
IL24,IL25R,unknown,Fake,6,,
IL24,IL2R_2,unknown,Fake,6,,
IL24,IFNG,unknown,Fake,6,,
IL24,IL33R,unknown,Fake,6,,
IL24,TBET,unknown,Fake,6,,
IL24,IL4,unknown,Fake,6,,
IL24,IL24,unknown,Fake,6,,
IL24,IRF1,unknown,Fake,6,,
IL24,EOMES,unknown,Fake,6,,
IL24,FOXP3,unknown,Fake,6,,
IL24,IL21,unknown,Fake,6,,
IL24,IL25,unknown,Fake,6,,
IL24,CD28,unknown,Fake,6,,
IL24,STAT6,unknown,Fake,6,,
IL24,IL6,unknown,Fake,6,,
IL24,STAT4,unknown,Fake,6,,
IL24,STAT1,unknown,Fake,6,,
IL24,IFNG_2,unknown,Fake,6,,
IL24,BCL6,unknown,Fake,6,,
IL24,IL13,unknown,Fake,6,,
IL24,TBET_2,unknown,Fake,6,,
IL24,RUNX3,unknown,Fake,6,,
IRF1,IL27R,unknown,Fake,6,,
IRF1,TCR,unknown,Fake,6,,
IRF1,IFNBR,unknown,Fake,6,,
IRF1,IKB,unknown,Fake,6,,
IRF1,IFNAR,unknown,Fake,6,,
IRF1,IL36R,unknown,Fake,6,,
IRF1,IL29R,unknown,Fake,6,,
IRF1,IL7R,unknown,Fake,6,,
IRF1,NOTCH1,unknown,Fake,6,,
IRF1,IL15R,unknown,Fake,6,,
IRF1,CD28,unknown,Fake,6,,
EOMES,IL27R,unknown,Fake,6,,
EOMES,TCR,unknown,Fake,6,,
EOMES,IFNBR,unknown,Fake,6,,
EOMES,IKB,unknown,Fake,6,,
EOMES,IFNAR,unknown,Fake,6,,
EOMES,IL36R,unknown,Fake,6,,
EOMES,IL29R,unknown,Fake,6,,
EOMES,IL7R,unknown,Fake,6,,
EOMES,NOTCH1,unknown,Fake,6,,
EOMES,IL15R,unknown,Fake,6,,
EOMES,CD28,unknown,Fake,6,,
FOXP3,IL27R,unknown,Fake,6,,
FOXP3,TCR,unknown,Fake,6,,
FOXP3,IFNBR,unknown,Fake,6,,
FOXP3,IKB,unknown,Fake,6,,
FOXP3,IFNAR,unknown,Fake,6,,
FOXP3,IL36R,unknown,Fake,6,,
FOXP3,IL29R,unknown,Fake,6,,
FOXP3,IL7R,unknown,Fake,6,,
FOXP3,NOTCH1,unknown,Fake,6,,
FOXP3,IL15R,unknown,Fake,6,,
FOXP3,CD28,unknown,Fake,6,,
IL27_e,TCR,unknown,Fake,6,,
IL27_e,IFNBR,unknown,Fake,6,,
IL27_e,IKB,unknown,Fake,6,,
IL27_e,IFNAR,unknown,Fake,6,,
IL27_e,IL36R,unknown,Fake,6,,
IL27_e,IL29R,unknown,Fake,6,,
IL27_e,IL7R,unknown,Fake,6,,
IL27_e,NOTCH1,unknown,Fake,6,,
IL27_e,IL15R,unknown,Fake,6,,
IL27_e,CD28,unknown,Fake,6,,
IL21,IL27R,unknown,Fake,6,,
IL21,TCR,unknown,Fake,6,,
IL21,IFNBR,unknown,Fake,6,,
IL21,IKB,unknown,Fake,6,,
IL21,IFNAR,unknown,Fake,6,,
IL21,IL36R,unknown,Fake,6,,
IL21,IL29R,unknown,Fake,6,,
IL21,IL7R,unknown,Fake,6,,
IL21,NOTCH1,unknown,Fake,6,,
IL21,IL15R,unknown,Fake,6,,
IL21,CD28,unknown,Fake,6,,
IL25,IL27R,unknown,Fake,6,,
IL25,TCR,unknown,Fake,6,,
IL25,IFNBR,unknown,Fake,6,,
IL25,IKB,unknown,Fake,6,,
IL25,IFNAR,unknown,Fake,6,,
IL25,IL36R,unknown,Fake,6,,
IL25,IL29R,unknown,Fake,6,,
IL25,IL7R,unknown,Fake,6,,
IL25,NOTCH1,unknown,Fake,6,,
IL25,IL15R,unknown,Fake,6,,
IL25,CD28,unknown,Fake,6,,
CD28,IL27R,unknown,Fake,6,,
CD28,TCR,unknown,Fake,6,,
CD28,IFNBR,unknown,Fake,6,,
CD28,IKB,unknown,Fake,6,,
CD28,IFNAR,unknown,Fake,6,,
CD28,IL36R,unknown,Fake,6,,
CD28,IL29R,unknown,Fake,6,,
CD28,IL7R,unknown,Fake,6,,
CD28,NOTCH1,unknown,Fake,6,,
CD28,IL15R,unknown,Fake,6,,
CD28,CD28,unknown,Fake,6,,
STAT6,IL27R,unknown,Fake,6,,
STAT6,TCR,unknown,Fake,6,,
STAT6,IFNBR,unknown,Fake,6,,
STAT6,IKB,unknown,Fake,6,,
STAT6,IFNAR,unknown,Fake,6,,
STAT6,IL36R,unknown,Fake,6,,
STAT6,IL29R,unknown,Fake,6,,
STAT6,IL7R,unknown,Fake,6,,
STAT6,NOTCH1,unknown,Fake,6,,
STAT6,IL15R,unknown,Fake,6,,
STAT6,CD28,unknown,Fake,6,,
IL6,IL27R,unknown,Fake,6,,
IL6,TCR,unknown,Fake,6,,
IL6,IFNBR,unknown,Fake,6,,
IL6,IKB,unknown,Fake,6,,
IL6,IFNAR,unknown,Fake,6,,
IL6,IL36R,unknown,Fake,6,,
IL6,IL29R,unknown,Fake,6,,
IL6,IL7R,unknown,Fake,6,,
IL6,NOTCH1,unknown,Fake,6,,
IL6,IL15R,unknown,Fake,6,,
IL6,CD28,unknown,Fake,6,,
STAT4,IL27R,unknown,Fake,6,,
STAT4,TCR,unknown,Fake,6,,
STAT4,IFNBR,unknown,Fake,6,,
STAT4,IKB,unknown,Fake,6,,
STAT4,IFNAR,unknown,Fake,6,,
STAT4,IL36R,unknown,Fake,6,,
STAT4,IL29R,unknown,Fake,6,,
STAT4,IL7R,unknown,Fake,6,,
STAT4,NOTCH1,unknown,Fake,6,,
STAT4,IL15R,unknown,Fake,6,,
STAT4,CD28,unknown,Fake,6,,
STAT1,IL27R,unknown,Fake,6,,
STAT1,TCR,unknown,Fake,6,,
STAT1,IFNBR,unknown,Fake,6,,
STAT1,IKB,unknown,Fake,6,,
STAT1,IFNAR,unknown,Fake,6,,
STAT1,IL36R,unknown,Fake,6,,
STAT1,IL29R,unknown,Fake,6,,
STAT1,IL7R,unknown,Fake,6,,
STAT1,NOTCH1,unknown,Fake,6,,
STAT1,IL15R,unknown,Fake,6,,
STAT1,CD28,unknown,Fake,6,,
BCL6,IL27R,unknown,Fake,6,,
BCL6,TCR,unknown,Fake,6,,
BCL6,IFNBR,unknown,Fake,6,,
BCL6,IKB,unknown,Fake,6,,
BCL6,IFNAR,unknown,Fake,6,,
BCL6,IL36R,unknown,Fake,6,,
BCL6,IL29R,unknown,Fake,6,,
BCL6,IL7R,unknown,Fake,6,,
BCL6,NOTCH1,unknown,Fake,6,,
BCL6,IL15R,unknown,Fake,6,,
BCL6,CD28,unknown,Fake,6,,
IFNG_2,IL27R,unknown,Fake,6,,
IFNG_2,TCR,unknown,Fake,6,,
IFNG_2,IFNBR,unknown,Fake,6,,
IFNG_2,IKB,unknown,Fake,6,,
IFNG_2,IFNAR,unknown,Fake,6,,
IFNG_2,IL36R,unknown,Fake,6,,
IFNG_2,IL29R,unknown,Fake,6,,
IFNG_2,IL7R,unknown,Fake,6,,
IFNG_2,NOTCH1,unknown,Fake,6,,
IFNG_2,IL15R,unknown,Fake,6,,
IFNG_2,CD28,unknown,Fake,6,,
IL13,NFAT,unknown,Fake,6,,
IL13,IL27R,unknown,Fake,6,,
IL13,TCR,unknown,Fake,6,,
IL13,PRF1,unknown,Fake,6,,
IL13,STAT3,unknown,Fake,6,,
IL13,IL10,unknown,Fake,6,,
IL13,NFKB,unknown,Fake,6,,
IL13,IFNBR,unknown,Fake,6,,
IL13,TGFBR,unknown,Fake,6,,
IL13,IKB,unknown,Fake,6,,
IL13,IL6R,unknown,Fake,6,,
IL13,IL23,unknown,Fake,6,,
IL13,IL35,unknown,Fake,6,,
IL13,RORGT,unknown,Fake,6,,
IL13,GATA3,unknown,Fake,6,,
IL13,IL31,unknown,Fake,6,,
IL13,CMAF,unknown,Fake,6,,
IL13,IFNAR,unknown,Fake,6,,
IL13,IL36R,unknown,Fake,6,,
IL13,JAK1,unknown,Fake,6,,
IL13,IL21R,unknown,Fake,6,,
IL13,IL2RA,unknown,Fake,6,,
IL13,IRAK,unknown,Fake,6,,
IL13,IL5,unknown,Fake,6,,
IL13,IL1R,unknown,Fake,6,,
IL13,SMAD3,unknown,Fake,6,,
IL13,IL29R,unknown,Fake,6,,
IL13,PU1,unknown,Fake,6,,
IL13,CD4,unknown,Fake,6,,
IL13,IFNGR,unknown,Fake,6,,
IL13,IL10R,unknown,Fake,6,,
IL13,IL12RB1_2,unknown,Fake,6,,
IL13,IL4R,unknown,Fake,6,,
IL13,STAT5,unknown,Fake,6,,
IL13,IL23R,unknown,Fake,6,,
IL13,IL12RB2,unknown,Fake,6,,
IL13,ST2,unknown,Fake,6,,
IL13,IL4RA_2,unknown,Fake,6,,
IL13,IFNGR_2,unknown,Fake,6,,
IL13,TGFB,unknown,Fake,6,,
IL13,IL7R,unknown,Fake,6,,
IL13,SMAD2,unknown,Fake,6,,
IL13,IL3,unknown,Fake,6,,
IL13,IL2,unknown,Fake,6,,
IL13,IL9,unknown,Fake,6,,
IL13,NOTCH1,unknown,Fake,6,,
IL13,STAT1_2,unknown,Fake,6,,
IL13,IL2R,unknown,Fake,6,,
IL13,IL18R,unknown,Fake,6,,
IL13,SOCS1,unknown,Fake,6,,
IL13,IL1R1,unknown,Fake,6,,
IL13,CD8,unknown,Fake,6,,
IL13,STAT5_2,unknown,Fake,6,,
IL13,IL12R,unknown,Fake,6,,
IL13,IL22,unknown,Fake,6,,
IL13,IL4R_2,unknown,Fake,6,,
IL13,proliferation,unknown,Fake,6,,
IL13,IL15R,unknown,Fake,6,,
IL13,IL17,unknown,Fake,6,,
IL13,GZMB,unknown,Fake,6,,
IL13,THPOK,unknown,Fake,6,,
IL13,IL25R,unknown,Fake,6,,
IL13,IL2R_2,unknown,Fake,6,,
IL13,IFNG,unknown,Fake,6,,
IL13,IL33R,unknown,Fake,6,,
IL13,TBET,unknown,Fake,6,,
IL13,IL4,unknown,Fake,6,,
IL13,IL24,unknown,Fake,6,,
IL13,IRF1,unknown,Fake,6,,
IL13,EOMES,unknown,Fake,6,,
IL13,FOXP3,unknown,Fake,6,,
IL13,IL21,unknown,Fake,6,,
IL13,IL25,unknown,Fake,6,,
IL13,CD28,unknown,Fake,6,,
IL13,STAT6,unknown,Fake,6,,
IL13,IL6,unknown,Fake,6,,
IL13,STAT4,unknown,Fake,6,,
IL13,STAT1,unknown,Fake,6,,
IL13,IFNG_2,unknown,Fake,6,,
IL13,BCL6,unknown,Fake,6,,
IL13,IL13,unknown,Fake,6,,
IL13,TBET_2,unknown,Fake,6,,
IL13,RUNX3,unknown,Fake,6,,
TBET_2,IL27R,unknown,Fake,6,,
TBET_2,TCR,unknown,Fake,6,,
TBET_2,IFNBR,unknown,Fake,6,,
TBET_2,IKB,unknown,Fake,6,,
TBET_2,IFNAR,unknown,Fake,6,,
TBET_2,IL36R,unknown,Fake,6,,
TBET_2,IL29R,unknown,Fake,6,,
TBET_2,IL7R,unknown,Fake,6,,
TBET_2,NOTCH1,unknown,Fake,6,,
TBET_2,IL15R,unknown,Fake,6,,
TBET_2,CD28,unknown,Fake,6,,
RUNX3,IL27R,unknown,Fake,6,,
RUNX3,TCR,unknown,Fake,6,,
RUNX3,IFNBR,unknown,Fake,6,,
RUNX3,IKB,unknown,Fake,6,,
RUNX3,IFNAR,unknown,Fake,6,,
RUNX3,IL36R,unknown,Fake,6,,
RUNX3,IL29R,unknown,Fake,6,,
RUNX3,IL7R,unknown,Fake,6,,
RUNX3,NOTCH1,unknown,Fake,6,,
RUNX3,IL15R,unknown,Fake,6,,
RUNX3,CD28,unknown,Fake,6,,
