Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct,is_kept
IL18_e,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL10R,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL21R,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL12R,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL18R,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
JAK1,JAK1,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL21,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL23,unknown,Fake,6,,,TAKEN_OUT
JAK1,TBET,unknown,Fake,6,,,TAKEN_OUT
JAK1,THPOK,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL33R,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL22,unknown,Fake,6,,,TAKEN_OUT
JAK1,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
JAK1,IRF1,unknown,Fake,6,,,TAKEN_OUT
JAK1,STAT4,unknown,Fake,6,,,TAKEN_OUT
JAK1,IFNGR,unknown,Fake,6,,,TAKEN_OUT
JAK1,PU1,unknown,Fake,6,,,TAKEN_OUT
JAK1,EOMES,unknown,Fake,6,,,TAKEN_OUT
JAK1,CD8,unknown,Fake,6,,,TAKEN_OUT
JAK1,TBET_2,unknown,Fake,6,,,TAKEN_OUT
JAK1,NFKB,unknown,Fake,6,,,TAKEN_OUT
JAK1,STAT6,unknown,Fake,6,,,TAKEN_OUT
JAK1,SMAD3,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL4,unknown,Fake,6,,,TAKEN_OUT
JAK1,STAT3,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL25,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL9,unknown,Fake,6,,,TAKEN_OUT
JAK1,TGFBR,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL5,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL1R,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL6,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
JAK1,RUNX3,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL17,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL4R,unknown,Fake,6,,,TAKEN_OUT
JAK1,CD4,unknown,Fake,6,,,TAKEN_OUT
JAK1,SMAD2,unknown,Fake,6,,,TAKEN_OUT
JAK1,proliferation,unknown,Fake,6,,,TAKEN_OUT
JAK1,NFAT,unknown,Fake,6,,,TAKEN_OUT
JAK1,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
JAK1,IRAK,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL2,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL2RA,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL13,unknown,Fake,6,,,TAKEN_OUT
JAK1,FOXP3,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL31,unknown,Fake,6,,,TAKEN_OUT
JAK1,PRF1,unknown,Fake,6,,,TAKEN_OUT
JAK1,ST2,unknown,Fake,6,,,TAKEN_OUT
JAK1,GZMB,unknown,Fake,6,,,TAKEN_OUT
JAK1,SOCS1,unknown,Fake,6,,,TAKEN_OUT
JAK1,STAT5,unknown,Fake,6,,,TAKEN_OUT
JAK1,TGFB,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL3,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL24,unknown,Fake,6,,,TAKEN_OUT
JAK1,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
JAK1,GATA3,unknown,Fake,6,,,TAKEN_OUT
JAK1,RORGT,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL10,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL23R,unknown,Fake,6,,,TAKEN_OUT
JAK1,BCL6,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL6R,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL35,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL25R,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL2R,unknown,Fake,6,,,TAKEN_OUT
JAK1,CMAF,unknown,Fake,6,,,TAKEN_OUT
JAK1,IFNG,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL1R1,unknown,Fake,6,,,TAKEN_OUT
JAK1,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL23,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL23,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL23,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL23,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL23,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL23,IL21,unknown,Fake,6,,,TAKEN_OUT
IL23,IL23,unknown,Fake,6,,,TAKEN_OUT
IL23,TBET,unknown,Fake,6,,,TAKEN_OUT
IL23,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL23,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL23,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL23,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL23,IL22,unknown,Fake,6,,,TAKEN_OUT
IL23,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL23,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL23,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL23,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL23,PU1,unknown,Fake,6,,,TAKEN_OUT
IL23,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL23,CD8,unknown,Fake,6,,,TAKEN_OUT
IL23,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL23,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL23,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL23,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL23,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL23,IL4,unknown,Fake,6,,,TAKEN_OUT
IL23,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL23,IL25,unknown,Fake,6,,,TAKEN_OUT
IL23,IL9,unknown,Fake,6,,,TAKEN_OUT
IL23,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL23,IL5,unknown,Fake,6,,,TAKEN_OUT
IL23,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL23,IL6,unknown,Fake,6,,,TAKEN_OUT
IL23,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL23,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL23,IL17,unknown,Fake,6,,,TAKEN_OUT
IL23,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL23,CD4,unknown,Fake,6,,,TAKEN_OUT
IL23,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL23,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL23,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL23,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL23,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL23,IL2,unknown,Fake,6,,,TAKEN_OUT
IL23,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL23,IL13,unknown,Fake,6,,,TAKEN_OUT
IL23,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL23,IL31,unknown,Fake,6,,,TAKEN_OUT
IL23,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL23,ST2,unknown,Fake,6,,,TAKEN_OUT
IL23,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL23,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL23,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL23,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL23,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL23,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL23,IL3,unknown,Fake,6,,,TAKEN_OUT
IL23,IL24,unknown,Fake,6,,,TAKEN_OUT
IL23,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL23,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL23,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL23,IL10,unknown,Fake,6,,,TAKEN_OUT
IL23,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL23,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL23,IL35,unknown,Fake,6,,,TAKEN_OUT
IL23,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL23,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL23,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL23,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL23,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL23,IL10R,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL21R,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL12R,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL18R,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
THPOK,JAK1,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL21,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL23,unknown,Fake,6,,,TAKEN_OUT
THPOK,TBET,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
THPOK,STAT1,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL33R,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL22,unknown,Fake,6,,,TAKEN_OUT
THPOK,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
THPOK,IRF1,unknown,Fake,6,,,TAKEN_OUT
THPOK,STAT4,unknown,Fake,6,,,TAKEN_OUT
THPOK,IFNGR,unknown,Fake,6,,,TAKEN_OUT
THPOK,PU1,unknown,Fake,6,,,TAKEN_OUT
THPOK,EOMES,unknown,Fake,6,,,TAKEN_OUT
THPOK,TBET_2,unknown,Fake,6,,,TAKEN_OUT
THPOK,NFKB,unknown,Fake,6,,,TAKEN_OUT
THPOK,STAT6,unknown,Fake,6,,,TAKEN_OUT
THPOK,SMAD3,unknown,Fake,6,,,TAKEN_OUT
THPOK,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL4,unknown,Fake,6,,,TAKEN_OUT
THPOK,STAT3,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL25,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL9,unknown,Fake,6,,,TAKEN_OUT
THPOK,TGFBR,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL5,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL1R,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL6,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL17,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL4R,unknown,Fake,6,,,TAKEN_OUT
THPOK,SMAD2,unknown,Fake,6,,,TAKEN_OUT
THPOK,proliferation,unknown,Fake,6,,,TAKEN_OUT
THPOK,NFAT,unknown,Fake,6,,,TAKEN_OUT
THPOK,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
THPOK,IRAK,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL2,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL2RA,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL13,unknown,Fake,6,,,TAKEN_OUT
THPOK,FOXP3,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL31,unknown,Fake,6,,,TAKEN_OUT
THPOK,PRF1,unknown,Fake,6,,,TAKEN_OUT
THPOK,ST2,unknown,Fake,6,,,TAKEN_OUT
THPOK,GZMB,unknown,Fake,6,,,TAKEN_OUT
THPOK,SOCS1,unknown,Fake,6,,,TAKEN_OUT
THPOK,STAT5,unknown,Fake,6,,,TAKEN_OUT
THPOK,TGFB,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL3,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL24,unknown,Fake,6,,,TAKEN_OUT
THPOK,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
THPOK,GATA3,unknown,Fake,6,,,TAKEN_OUT
THPOK,RORGT,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL10,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL23R,unknown,Fake,6,,,TAKEN_OUT
THPOK,BCL6,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL6R,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL35,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL25R,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL2R,unknown,Fake,6,,,TAKEN_OUT
THPOK,CMAF,unknown,Fake,6,,,TAKEN_OUT
THPOK,IFNG,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL1R1,unknown,Fake,6,,,TAKEN_OUT
THPOK,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL21,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL23,unknown,Fake,6,,,TAKEN_OUT
IL6_e,TBET,unknown,Fake,6,,,TAKEN_OUT
IL6_e,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL22,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL6_e,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL6_e,PU1,unknown,Fake,6,,,TAKEN_OUT
IL6_e,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL6_e,CD8,unknown,Fake,6,,,TAKEN_OUT
IL6_e,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL6_e,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL6_e,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL6_e,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL4,unknown,Fake,6,,,TAKEN_OUT
IL6_e,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL25,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL9,unknown,Fake,6,,,TAKEN_OUT
IL6_e,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL5,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL6,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL17,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,CD4,unknown,Fake,6,,,TAKEN_OUT
IL6_e,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL6_e,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL6_e,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL13,unknown,Fake,6,,,TAKEN_OUT
IL6_e,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL31,unknown,Fake,6,,,TAKEN_OUT
IL6_e,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL6_e,ST2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL6_e,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL6_e,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL6_e,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL3,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL24,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL6_e,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL6_e,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL10,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL35,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL6_e,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL6_e,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL21,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL23,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,TBET,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL22,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,PU1,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,CD8,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL4,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL25,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL9,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL5,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL6,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL17,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,CD4,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL13,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL31,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,ST2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL3,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL24,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL10,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL35,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL4RA_2,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL21,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL23,unknown,Fake,6,,,TAKEN_OUT
IL10_e,TBET,unknown,Fake,6,,,TAKEN_OUT
IL10_e,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL22,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL10_e,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL10_e,PU1,unknown,Fake,6,,,TAKEN_OUT
IL10_e,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL10_e,CD8,unknown,Fake,6,,,TAKEN_OUT
IL10_e,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL10_e,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL10_e,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL10_e,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL4,unknown,Fake,6,,,TAKEN_OUT
IL10_e,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL25,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL9,unknown,Fake,6,,,TAKEN_OUT
IL10_e,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL5,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL6,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL17,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,CD4,unknown,Fake,6,,,TAKEN_OUT
IL10_e,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL10_e,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL10_e,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL13,unknown,Fake,6,,,TAKEN_OUT
IL10_e,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL31,unknown,Fake,6,,,TAKEN_OUT
IL10_e,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL10_e,ST2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL10_e,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL10_e,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL10_e,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL3,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL24,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL10_e,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL10_e,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL10,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL35,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL10_e,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL10_e,IFNG,unknown,Fake,6,,,TAKEN_OUT
