Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct,is_kept
IL25R,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL25R,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL25R,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL25R,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL25R,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL25R,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL21,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL23,unknown,Fake,6,,,TAKEN_OUT
IL12_e,TBET,unknown,Fake,6,,,TAKEN_OUT
IL12_e,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL22,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL12_e,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL12_e,PU1,unknown,Fake,6,,,TAKEN_OUT
IL12_e,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL12_e,CD8,unknown,Fake,6,,,TAKEN_OUT
IL12_e,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL12_e,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL12_e,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL12_e,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL4,unknown,Fake,6,,,TAKEN_OUT
IL12_e,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL25,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL9,unknown,Fake,6,,,TAKEN_OUT
IL12_e,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL5,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL6,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL17,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,CD4,unknown,Fake,6,,,TAKEN_OUT
IL12_e,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL12_e,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL12_e,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL13,unknown,Fake,6,,,TAKEN_OUT
IL12_e,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL31,unknown,Fake,6,,,TAKEN_OUT
IL12_e,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL12_e,ST2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL12_e,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL12_e,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL12_e,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL3,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL24,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL12_e,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL12_e,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL10,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL35,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL12_e,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL12_e,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL21,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL23,unknown,Fake,6,,,TAKEN_OUT
IL2_e,TBET,unknown,Fake,6,,,TAKEN_OUT
IL2_e,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL22,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL2_e,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL2_e,PU1,unknown,Fake,6,,,TAKEN_OUT
IL2_e,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL2_e,CD8,unknown,Fake,6,,,TAKEN_OUT
IL2_e,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL2_e,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL2_e,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL2_e,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL4,unknown,Fake,6,,,TAKEN_OUT
IL2_e,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL25,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL9,unknown,Fake,6,,,TAKEN_OUT
IL2_e,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL5,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL6,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL17,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,CD4,unknown,Fake,6,,,TAKEN_OUT
IL2_e,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL2_e,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL2_e,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL13,unknown,Fake,6,,,TAKEN_OUT
IL2_e,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL31,unknown,Fake,6,,,TAKEN_OUT
IL2_e,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL2_e,ST2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL2_e,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL2_e,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL2_e,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL3,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL24,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL2_e,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL2_e,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL10,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL35,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL2_e,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL2_e,IL10R,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL21R,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL12R,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL18R,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IFNG,JAK1,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL21,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL23,unknown,Fake,6,,,TAKEN_OUT
IFNG,TBET,unknown,Fake,6,,,TAKEN_OUT
IFNG,THPOK,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IFNG,STAT1,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL33R,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL22,unknown,Fake,6,,,TAKEN_OUT
IFNG,IRF1,unknown,Fake,6,,,TAKEN_OUT
IFNG,STAT4,unknown,Fake,6,,,TAKEN_OUT
IFNG,PU1,unknown,Fake,6,,,TAKEN_OUT
IFNG,EOMES,unknown,Fake,6,,,TAKEN_OUT
IFNG,CD8,unknown,Fake,6,,,TAKEN_OUT
IFNG,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IFNG,NFKB,unknown,Fake,6,,,TAKEN_OUT
IFNG,STAT6,unknown,Fake,6,,,TAKEN_OUT
IFNG,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IFNG,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL4,unknown,Fake,6,,,TAKEN_OUT
IFNG,STAT3,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL25,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL9,unknown,Fake,6,,,TAKEN_OUT
IFNG,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL5,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL1R,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL6,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IFNG,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL17,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL4R,unknown,Fake,6,,,TAKEN_OUT
IFNG,CD4,unknown,Fake,6,,,TAKEN_OUT
IFNG,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IFNG,proliferation,unknown,Fake,6,,,TAKEN_OUT
IFNG,NFAT,unknown,Fake,6,,,TAKEN_OUT
IFNG,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IFNG,IRAK,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL2,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL13,unknown,Fake,6,,,TAKEN_OUT
IFNG,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL31,unknown,Fake,6,,,TAKEN_OUT
IFNG,PRF1,unknown,Fake,6,,,TAKEN_OUT
IFNG,ST2,unknown,Fake,6,,,TAKEN_OUT
IFNG,GZMB,unknown,Fake,6,,,TAKEN_OUT
IFNG,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IFNG,STAT5,unknown,Fake,6,,,TAKEN_OUT
IFNG,TGFB,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL3,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL24,unknown,Fake,6,,,TAKEN_OUT
IFNG,GATA3,unknown,Fake,6,,,TAKEN_OUT
IFNG,RORGT,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL10,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL23R,unknown,Fake,6,,,TAKEN_OUT
IFNG,BCL6,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL6R,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL35,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL25R,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL2R,unknown,Fake,6,,,TAKEN_OUT
IFNG,CMAF,unknown,Fake,6,,,TAKEN_OUT
IFNG,IFNG,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IFNG,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL10R,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL21,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL23,unknown,Fake,6,,,TAKEN_OUT
IL10R,TBET,unknown,Fake,6,,,TAKEN_OUT
IL10R,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL10R,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL22,unknown,Fake,6,,,TAKEN_OUT
IL10R,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL10R,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL10R,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL10R,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL10R,PU1,unknown,Fake,6,,,TAKEN_OUT
IL10R,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL10R,CD8,unknown,Fake,6,,,TAKEN_OUT
IL10R,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL10R,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL10R,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL10R,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL10R,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL4,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL25,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL9,unknown,Fake,6,,,TAKEN_OUT
IL10R,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL5,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL6,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL10R,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL17,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL10R,CD4,unknown,Fake,6,,,TAKEN_OUT
IL10R,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL10R,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL10R,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL10R,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL10R,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL2,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL13,unknown,Fake,6,,,TAKEN_OUT
IL10R,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL31,unknown,Fake,6,,,TAKEN_OUT
IL10R,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL10R,ST2,unknown,Fake,6,,,TAKEN_OUT
IL10R,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL10R,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL10R,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL10R,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL3,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL24,unknown,Fake,6,,,TAKEN_OUT
IL10R,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL10R,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL10R,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL10,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL10R,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL35,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL10R,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL10R,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL10R,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL21,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL23,unknown,Fake,6,,,TAKEN_OUT
IL23_e,TBET,unknown,Fake,6,,,TAKEN_OUT
IL23_e,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL22,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL23_e,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL23_e,PU1,unknown,Fake,6,,,TAKEN_OUT
IL23_e,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL23_e,CD8,unknown,Fake,6,,,TAKEN_OUT
IL23_e,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL23_e,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL23_e,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL23_e,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL4,unknown,Fake,6,,,TAKEN_OUT
IL23_e,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL25,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL9,unknown,Fake,6,,,TAKEN_OUT
IL23_e,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL5,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL6,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL17,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,CD4,unknown,Fake,6,,,TAKEN_OUT
IL23_e,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL23_e,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL23_e,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL13,unknown,Fake,6,,,TAKEN_OUT
IL23_e,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL31,unknown,Fake,6,,,TAKEN_OUT
IL23_e,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL23_e,ST2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL23_e,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL23_e,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL23_e,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL3,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL24,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL23_e,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL23_e,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL10,unknown,Fake,6,,,TAKEN_OUT
IL23_e,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL35,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL23_e,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL23_e,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL21,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL23,unknown,Fake,6,,,TAKEN_OUT
IL18_e,TBET,unknown,Fake,6,,,TAKEN_OUT
IL18_e,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL22,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL18_e,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL18_e,PU1,unknown,Fake,6,,,TAKEN_OUT
IL18_e,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL18_e,CD8,unknown,Fake,6,,,TAKEN_OUT
IL18_e,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL18_e,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL18_e,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL18_e,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL4,unknown,Fake,6,,,TAKEN_OUT
IL18_e,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL25,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL9,unknown,Fake,6,,,TAKEN_OUT
IL18_e,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL5,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL6,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL17,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL18_e,CD4,unknown,Fake,6,,,TAKEN_OUT
IL18_e,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL18_e,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL18_e,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL13,unknown,Fake,6,,,TAKEN_OUT
IL18_e,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL31,unknown,Fake,6,,,TAKEN_OUT
IL18_e,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL18_e,ST2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL18_e,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL18_e,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL18_e,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL3,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL24,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL18_e,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL18_e,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL10,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL18_e,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL35,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL18_e,IL2R,unknown,Fake,6,,,TAKEN_OUT
